id,image_id,prediction_list
1219,001500.jpg,"[['tvmonitor', 0.8573495149612427, 207, 53, 331, 170], ['tvmonitor', 0.3770327568054199, 41, 137, 156, 255]]"
1220,003232.jpg,"[['person', 0.7054713368415833, 135, 24, 197, 128], ['horse', 0.47960126399993896, 31, 43, 268, 218]]"
1221,007382.jpg,"[['train', 0.3891961872577667, 129, 83, 397, 318]]"
1222,004342.jpg,"[['person', 0.41249552369117737, 223, 82, 517, 387], ['tvmonitor', 0.3655937910079956, 16, 114, 145, 275], ['person', 0.24997694790363312, 248, 107, 359, 232], ['person', 0.12848986685276031, 267, 122, 338, 191], ['tvmonitor', 0.12302730977535248, 180, 167, 231, 224], ['person', 0.10652626305818558, 207, 169, 320, 291]]"
1223,001804.jpg,"[['car', 0.4666881263256073, 58, 24, 425, 340]]"
1224,005690.jpg,"[['train', 0.5671924948692322, -2, 126, 466, 210]]"
1225,003559.jpg,"[['car', 0.573558509349823, 32, 218, 361, 308]]"
1226,009083.jpg,"[['aeroplane', 0.42041516304016113, 9, 159, 484, 316], ['aeroplane', 0.2285657376050949, -11, 165, 188, 301]]"
1227,005733.jpg,"[['person', 0.6265349388122559, 241, 39, 348, 208], ['horse', 0.48268890380859375, 170, 92, 419, 276]]"
1228,001658.jpg,"[['car', 0.6846312284469604, 372, 54, 513, 180], ['car', 0.6180849671363831, 124, 55, 193, 124], ['car', 0.6101906299591064, 191, 19, 362, 73], ['car', 0.4677819013595581, -11, 18, 38, 45], ['car', 0.37604159116744995, 126, 70, 455, 342], ['car', 0.24956537783145905, 305, 37, 381, 88], ['car', 0.2330479919910431, 201, 21, 274, 65], ['car', 0.11232348531484604, 116, 57, 159, 127]]"
1229,003982.jpg,"[['cow', 0.5338516235351562, 255, 199, 283, 226], ['cow', 0.1908830851316452, 354, 202, 378, 229], ['cow', 0.13136842846870422, 130, 199, 163, 233]]"
1230,001974.jpg,"[['person', 0.7805413007736206, 408, 168, 441, 232], ['person', 0.7169169783592224, 255, 171, 298, 233], ['person', 0.5779297947883606, 86, 181, 139, 259], ['aeroplane', 0.28832995891571045, 92, 141, 217, 210], ['horse', 0.2546825110912323, 303, 170, 380, 243], ['boat', 0.21668997406959534, 116, 177, 271, 231]]"
1231,005490.jpg,"[['person', 0.3513604998588562, 75, 42, 304, 324]]"
1232,006127.jpg,"[['train', 0.25068244338035583, 0, 26, 339, 454], ['pottedplant', 0.1532851606607437, 334, 175, 379, 299]]"
1233,006278.jpg,"[['train', 0.5194891691207886, 34, 6, 502, 345]]"
1234,001513.jpg,"[['sofa', 0.7210080623626709, 295, 240, 479, 376], ['tvmonitor', 0.7192584872245789, 53, 232, 180, 336], ['tvmonitor', 0.1273525208234787, 205, 236, 278, 308]]"
1235,000487.jpg,"[['chair', 0.533951997756958, 40, 250, 192, 382], ['chair', 0.40986737608909607, 319, 240, 503, 385], ['chair', 0.15938237309455872, 151, 164, 227, 333], ['chair', 0.11315692216157913, 149, 182, 198, 283]]"
1236,001381.jpg,"[['cat', 0.30135664343833923, 80, 16, 452, 330]]"
1237,000701.jpg,"[['person', 0.22041992843151093, 103, 17, 492, 296]]"
1238,008011.jpg,"[['cat', 0.4509862959384918, 12, 11, 245, 255]]"
1239,008816.jpg,"[['person', 0.43027263879776, 148, 37, 463, 384], ['person', 0.1013876348733902, 120, 111, 269, 294]]"
1240,005766.jpg,"[['chair', 0.7756685614585876, 25, 138, 101, 251], ['person', 0.6632509827613831, 373, 107, 451, 234], ['person', 0.46249955892562866, 190, 107, 260, 203], ['person', 0.3868444859981537, 349, 101, 426, 236], ['person', 0.35674166679382324, 142, 100, 456, 393], ['person', 0.3295452296733856, 406, 114, 469, 230], ['chair', 0.30866560339927673, 110, 130, 185, 224], ['chair', 0.12698614597320557, 397, 133, 490, 257]]"
1241,006941.jpg,"[['person', 0.6365805864334106, 336, 146, 398, 212], ['person', 0.4638693928718567, 336, 145, 487, 373], ['person', 0.42654845118522644, 160, 144, 257, 249], ['person', 0.3852621912956238, 0, 160, 109, 359], ['person', 0.3772888779640198, 443, 92, 472, 159], ['person', 0.33160078525543213, 133, 129, 170, 171], ['person', 0.32390621304512024, 61, 155, 199, 346], ['person', 0.3089764416217804, 461, 93, 493, 160], ['person', 0.2527661919593811, 459, 81, 498, 198], ['diningtable', 0.21916110813617706, 30, 232, 436, 386], ['person', 0.17761169373989105, 431, 100, 480, 182], ['person', 0.15465481579303741, 329, 138, 420, 244], ['diningtable', 0.11826629936695099, 138, 197, 398, 318], ['person', 0.10990428924560547, 380, 126, 517, 333], ['person', 0.10552141815423965, 179, 150, 262, 214]]"
1242,002849.jpg,"[['dog', 0.5701218843460083, 68, 57, 330, 282]]"
1243,005294.jpg,"[['motorbike', 0.36575332283973694, 8, 1, 483, 370]]"
1244,008938.jpg,"[['chair', 0.14255699515342712, 37, 134, 314, 466]]"
1245,006526.jpg,"[['person', 0.19733893871307373, 34, 13, 507, 328]]"
1246,002769.jpg,"[['aeroplane', 0.33114975690841675, 19, 73, 473, 290]]"
1247,000437.jpg,"[['person', 0.6013121604919434, 325, 92, 378, 234], ['person', 0.5997699499130249, 96, 144, 137, 221], ['person', 0.2744024693965912, 86, 140, 119, 225]]"
1248,007560.jpg,"[['cat', 0.3522443175315857, 309, 174, 465, 353]]"
1249,000562.jpg,"[['bicycle', 0.6887309551239014, 185, 193, 262, 316], ['person', 0.6414867043495178, 200, 131, 263, 290]]"
1250,009653.jpg,"[['person', 0.598342776298523, 133, 73, 336, 372], ['person', 0.5190929174423218, 164, 294, 303, 366], ['person', 0.48057883977890015, 293, 25, 515, 383], ['person', 0.4468573331832886, 5, 37, 192, 371]]"
1251,002813.jpg,"[['pottedplant', 0.4486163556575775, 50, 144, 124, 247], ['pottedplant', 0.24672970175743103, 37, 152, 91, 241], ['person', 0.1942324936389923, 199, 126, 315, 282], ['person', 0.19150254130363464, 193, 128, 292, 224], ['chair', 0.11261282861232758, 409, 138, 488, 266]]"
1252,002681.jpg,"[['car', 0.4042644202709198, 14, 191, 326, 440]]"
1253,006890.jpg,"[['car', 0.40957513451576233, 7, 69, 487, 297]]"
1254,009301.jpg,"[['dog', 0.3171265125274658, 164, 90, 516, 376], ['bird', 0.1189057007431984, 34, 135, 204, 366]]"
1255,006191.jpg,"[['train', 0.14662091434001923, 17, 34, 368, 290]]"
1256,004593.jpg,"[['dog', 0.19511239230632782, 59, 9, 418, 372], ['person', 0.11192348599433899, -2, 32, 128, 320]]"
1257,002316.jpg,"[['bird', 0.43519869446754456, 119, 45, 359, 432]]"
1258,005240.jpg,"[['train', 0.3473307490348816, 100, 170, 234, 285], ['train', 0.30076858401298523, 78, 114, 458, 349], ['train', 0.23452721536159515, 64, 176, 190, 269]]"
1259,000844.jpg,"[['car', 0.6882255673408508, 69, 74, 397, 280]]"
1260,003761.jpg,"[['pottedplant', 0.7010582089424133, 308, 164, 355, 215], ['chair', 0.6129857301712036, 188, 192, 334, 374], ['chair', 0.42167165875434875, 52, 175, 200, 346], ['pottedplant', 0.22069858014583588, 275, 155, 338, 206], ['chair', 0.22041767835617065, 111, 184, 281, 367], ['tvmonitor', 0.10276962071657181, 411, 193, 486, 360]]"
1261,009793.jpg,"[['aeroplane', 0.0, 0, 0, 0, 0]]"
1262,003701.jpg,"[['car', 0.6620779037475586, 40, 260, 159, 337], ['person', 0.612769365310669, 236, 103, 282, 144], ['person', 0.5056058764457703, 299, 112, 330, 173], ['person', 0.36621060967445374, 161, 103, 207, 147], ['person', 0.27952897548675537, 468, 259, 502, 370], ['person', 0.1580459475517273, 280, 111, 328, 151], ['person', 0.1106676310300827, 307, 117, 341, 180]]"
1263,009838.jpg,"[['aeroplane', 0.39004620909690857, 34, 59, 451, 249]]"
1264,000465.jpg,"[['car', 0.42456161975860596, 2, 137, 492, 315]]"
1265,008520.jpg,"[['bottle', 0.6896007657051086, 246, 127, 278, 209], ['bottle', 0.48301810026168823, 276, 207, 332, 343], ['person', 0.3408459424972534, -11, 45, 258, 352], ['person', 0.29378417134284973, 200, 14, 309, 161], ['bottle', 0.2513432800769806, 215, 158, 303, 285], ['person', 0.21270941197872162, 361, 39, 512, 301], ['bottle', 0.1812097579240799, 261, 173, 340, 286], ['bottle', 0.17949967086315155, 127, 233, 327, 384], ['bottle', 0.17522618174552917, 343, 226, 387, 323], ['bottle', 0.1720680147409439, 109, 270, 213, 355], ['bottle', 0.12231891602277756, 86, 295, 143, 359], ['bottle', 0.1132928654551506, 201, 182, 334, 326], ['bottle', 0.1064232736825943, 137, 279, 260, 387]]"
1266,000792.jpg,"[['boat', 0.7608095407485962, 90, 424, 133, 447], ['boat', 0.6302062273025513, 167, 28, 287, 492], ['boat', 0.11030136048793793, 91, 391, 140, 460]]"
1267,008212.jpg,"[['car', 0.15142275393009186, -2, 44, 28, 87], ['train', 0.15080410242080688, 150, 187, 235, 262], ['chair', 0.12659195065498352, 337, 392, 375, 506]]"
1268,004739.jpg,"[['person', 0.4909330904483795, -10, 156, 255, 508], ['person', 0.19311712682247162, 186, 201, 262, 345], ['person', 0.19019566476345062, 190, 178, 366, 432], ['person', 0.15463565289974213, 265, 166, 399, 442]]"
1269,008697.jpg,"[['bottle', 0.3492833077907562, 211, 106, 316, 507], ['bottle', 0.10658414661884308, 246, 58, 304, 268]]"
1270,009786.jpg,"[['cat', 0.3797547221183777, 96, 79, 287, 211], ['dog', 0.22070835530757904, 253, -7, 478, 298]]"
1271,000665.jpg,"[['aeroplane', 0.534264087677002, 157, 172, 322, 247], ['aeroplane', 0.49149957299232483, 177, 196, 349, 265]]"
1272,009529.jpg,"[['person', 0.5886368751525879, 310, 171, 436, 383], ['person', 0.5682563185691833, 38, 116, 95, 299], ['person', 0.5657007098197937, 208, 185, 330, 385], ['person', 0.4254959523677826, 418, 168, 493, 296], ['person', 0.36278215050697327, 167, 91, 300, 306], ['person', 0.23751305043697357, 442, 229, 503, 323], ['person', 0.11415918171405792, 410, 204, 507, 349], ['person', 0.10458353906869888, 189, 206, 414, 394], ['car', 0.10203862935304642, 440, 260, 506, 361]]"
1273,000864.jpg,"[['bus', 0.4683556854724884, 11, 94, 476, 218]]"
1274,003481.jpg,"[['car', 0.6631030440330505, 286, 271, 325, 297], ['boat', 0.35538342595100403, 431, 178, 481, 240], ['car', 0.25430595874786377, 306, 227, 346, 273], ['car', 0.2489919364452362, 364, 229, 401, 279], ['car', 0.12896957993507385, 297, 235, 338, 281], ['car', 0.10089695453643799, 462, 138, 493, 169], ['car', 0.10049434751272202, 243, 287, 297, 326]]"
1275,006563.jpg,"[['person', 0.4272855520248413, 169, 227, 231, 461], ['person', 0.15920403599739075, 151, 214, 218, 398]]"
1276,000986.jpg,"[['cow', 0.5025827884674072, 73, 134, 174, 218], ['person', 0.42303648591041565, 188, 67, 290, 232], ['cow', 0.31436291337013245, 441, 151, 508, 224], ['cow', 0.29934731125831604, 415, 153, 488, 222], ['cow', 0.2507944107055664, 353, 138, 456, 217], ['cow', 0.2096630036830902, 126, 132, 199, 243], ['horse', 0.20923732221126556, 143, 121, 249, 268], ['cow', 0.1616336703300476, 276, 168, 386, 282], ['person', 0.16088515520095825, 308, 62, 363, 108], ['chair', 0.11447161436080933, -9, 147, 64, 197]]"
1277,002726.jpg,"[['person', 0.8167675733566284, 405, 127, 499, 386], ['person', 0.7019163370132446, 328, 125, 404, 378], ['person', 0.5905698537826538, 224, 206, 291, 371], ['person', 0.4312191307544708, 160, 203, 223, 376], ['person', 0.11319882422685623, 252, 178, 297, 272], ['person', 0.10512953251600266, 233, 264, 293, 396]]"
1278,006870.jpg,"[['cat', 0.48101806640625, 9, -5, 483, 312]]"
1279,009715.jpg,"[['person', 0.5940189361572266, 273, 143, 429, 359], ['person', 0.5008837580680847, 50, 104, 210, 363], ['person', 0.4289439916610718, 99, 115, 380, 385], ['person', 0.28830111026763916, 179, 135, 341, 329], ['person', 0.11554007977247238, -8, 101, 48, 294], ['chair', 0.10516691207885742, 402, 254, 504, 362]]"
1280,000360.jpg,"[['cow', 0.2320992797613144, 156, 32, 518, 369], ['cow', 0.1048031821846962, 41, 33, 361, 366]]"
1281,005197.jpg,"[['motorbike', 0.6448606252670288, 3, 138, 319, 304], ['person', 0.521145224571228, 76, 102, 241, 258], ['person', 0.1285042017698288, 218, 84, 317, 228]]"
1282,007047.jpg,"[['bird', 0.4316849112510681, 25, 132, 267, 478]]"
1283,006715.jpg,"[['train', 0.4573311507701874, 20, 28, 351, 456]]"
1284,001103.jpg,"[['dog', 0.3693137466907501, 133, 116, 321, 350]]"
1285,003460.jpg,"[['car', 0.29378241300582886, 99, 127, 497, 291]]"
1286,009582.jpg,"[['pottedplant', 0.14877210557460785, 378, 179, 439, 316], ['bottle', 0.11789784580469131, 411, 195, 485, 365]]"
1287,008270.jpg,"[['car', 0.5822744965553284, 35, 11, 482, 403], ['car', 0.1598634570837021, 422, 54, 479, 162]]"
1288,007316.jpg,"[['person', 0.5393446683883667, 10, 43, 367, 514]]"
1289,001599.jpg,"[['chair', 0.29977843165397644, 165, 163, 275, 248], ['chair', 0.11413830518722534, 355, 167, 399, 235]]"
1290,001291.jpg,"[['car', 0.545769989490509, 3, 4, 493, 359]]"
1291,004843.jpg,"[['boat', 0.4914725720882416, -4, 186, 97, 218], ['boat', 0.396836519241333, 68, 129, 472, 228]]"
1292,006193.jpg,"[['motorbike', 0.44225648045539856, 404, 128, 489, 214], ['motorbike', 0.27304545044898987, 342, 113, 478, 240], ['person', 0.24399220943450928, 44, 69, 93, 189], ['motorbike', 0.21908439695835114, -25, 136, 270, 369], ['motorbike', 0.193761944770813, 217, 119, 466, 275], ['motorbike', 0.12037987262010574, 129, 118, 407, 301]]"
1293,000402.jpg,"[['car', 0.7768638134002686, 0, 182, 401, 321], ['car', 0.4178559184074402, 7, 168, 117, 197]]"
1294,003880.jpg,"[['cat', 0.462899386882782, 212, 17, 453, 331]]"
1295,007428.jpg,"[['person', 0.6777799725532532, 43, 26, 95, 155], ['person', 0.5913884043693542, 134, 101, 196, 207], ['person', 0.5464860796928406, 84, 56, 151, 218], ['person', 0.3445949852466583, 152, 58, 184, 122], ['person', 0.27409446239471436, 118, 46, 154, 92], ['person', 0.2738908529281616, 123, 48, 175, 203], ['person', 0.15064169466495514, 141, 46, 183, 167], ['person', 0.12571945786476135, 152, 57, 215, 187]]"
1296,000870.jpg,"[['person', 0.6705349683761597, 5, 164, 237, 390], ['person', 0.4843798875808716, 265, 136, 415, 318], ['person', 0.3223938047885895, 155, 121, 316, 335], ['diningtable', 0.18707327544689178, 156, 268, 528, 398]]"
1297,000775.jpg,"[['motorbike', 0.5703320503234863, 82, 240, 438, 470]]"
1298,003060.jpg,"[['person', 0.21992261707782745, 236, 41, 313, 125]]"
1299,008176.jpg,"[['dog', 0.5692147016525269, 83, 134, 317, 317], ['person', 0.2188154011964798, 374, -8, 510, 287]]"
1300,007044.jpg,"[['person', 0.6915132999420166, 59, 125, 118, 315], ['horse', 0.4000360071659088, 131, 166, 220, 372], ['person', 0.29083430767059326, 172, 112, 296, 442]]"
1301,005432.jpg,"[['car', 0.6413466930389404, 8, 6, 478, 357]]"
1302,007326.jpg,"[['bird', 0.5341507196426392, 171, 100, 353, 203]]"
1303,006384.jpg,"[['person', 0.4756576120853424, 71, 96, 299, 407], ['tvmonitor', 0.3288973569869995, 347, 27, 499, 140], ['person', 0.2258666753768921, 311, 207, 374, 301]]"
1304,008574.jpg,"[['person', 0.42801642417907715, 106, 161, 214, 438], ['horse', 0.304766446352005, 74, 236, 286, 524], ['horse', 0.10614118725061417, 57, 270, 155, 479]]"
1305,008288.jpg,"[['tvmonitor', 0.7195222973823547, 305, 84, 394, 156], ['person', 0.27014729380607605, 3, 50, 183, 371], ['chair', 0.1599663496017456, 334, 158, 482, 361], ['tvmonitor', 0.12663111090660095, 274, 87, 325, 146]]"
1306,004217.jpg,"[['car', 0.5809201002120972, 3, 82, 488, 278]]"
1307,002149.jpg,"[['car', 0.4501652717590332, 93, 173, 446, 276]]"
1308,007948.jpg,"[['car', 0.44614121317863464, 68, 121, 490, 266]]"
1309,004249.jpg,"[['person', 0.7355902194976807, 206, 104, 230, 159], ['car', 0.5781098008155823, 174, 167, 422, 254], ['car', 0.5612360239028931, 284, 112, 344, 137], ['person', 0.2604241967201233, 192, 105, 224, 159], ['person', 0.196899875998497, 238, 151, 315, 197], ['car', 0.10074244439601898, 460, 98, 502, 123]]"
1310,001380.jpg,"[['pottedplant', 0.4946807026863098, 381, 205, 495, 312], ['bird', 0.29954928159713745, 97, 183, 160, 299]]"
1311,006008.jpg,"[['motorbike', 0.310670405626297, 42, 58, 505, 388]]"
1312,004775.jpg,"[['horse', 0.22580371797084808, 50, 4, 436, 323]]"
1313,007464.jpg,"[['boat', 0.39072149991989136, 190, 279, 333, 334], ['boat', 0.34427130222320557, 324, 276, 490, 325], ['boat', 0.3143775165081024, 185, 216, 254, 249]]"
1314,002644.jpg,"[['chair', 0.2514483630657196, 179, 200, 264, 348], ['pottedplant', 0.206720232963562, 0, 231, 104, 348], ['pottedplant', 0.18947379291057587, 31, 205, 135, 333], ['chair', 0.10635246336460114, 214, 188, 257, 308]]"
1315,001117.jpg,"[['sofa', 0.11983199417591095, 29, 245, 506, 414]]"
1316,006693.jpg,"[['person', 0.7637835144996643, 91, 79, 111, 123], ['person', 0.756609320640564, 35, 88, 55, 164], ['person', 0.7312952280044556, 230, 80, 251, 105], ['person', 0.6990510821342468, 276, 72, 301, 156], ['person', 0.5592686533927917, 440, 64, 460, 83], ['person', 0.5576415657997131, 0, 89, 22, 163], ['person', 0.5339337587356567, 83, 90, 105, 140], ['car', 0.48256492614746094, 322, 99, 487, 172], ['person', 0.47956177592277527, 108, 82, 131, 111], ['car', 0.465738981962204, 77, 101, 260, 207], ['person', 0.35566192865371704, 464, 55, 489, 89], ['person', 0.3302573263645172, 178, 76, 208, 102], ['person', 0.28703856468200684, 252, 78, 274, 123], ['person', 0.28403598070144653, 263, 81, 290, 151], ['person', 0.26474064588546753, 330, 69, 372, 123], ['person', 0.2386568933725357, 142, 78, 180, 104], ['person', 0.2222055196762085, 277, 76, 310, 129], ['car', 0.1720646619796753, 308, 81, 389, 152], ['person', 0.14208410680294037, 455, 61, 502, 115], ['person', 0.10533232986927032, 420, 66, 470, 107], ['person', 0.10212109982967377, 98, 88, 145, 144]]"
1317,008804.jpg,"[['person', 0.8152356743812561, 108, 18, 179, 128], ['horse', 0.744330108165741, 89, 28, 213, 212]]"
1318,003095.jpg,"[['person', 0.2534458339214325, 103, 36, 392, 507]]"
1319,004115.jpg,"[['car', 0.7096993923187256, 138, 191, 340, 313]]"
1320,001753.jpg,"[['train', 0.23557154834270477, -1, 217, 402, 349]]"
1321,008457.jpg,"[['pottedplant', 0.48574694991111755, 43, 161, 88, 305], ['pottedplant', 0.4112395942211151, 44, 294, 74, 373], ['pottedplant', 0.35376715660095215, 134, 293, 170, 372], ['pottedplant', 0.3356949985027313, 142, 218, 181, 299], ['pottedplant', 0.3161243200302124, 49, 52, 119, 182], ['pottedplant', 0.2908526360988617, 59, 55, 105, 147], ['pottedplant', 0.2680564522743225, 129, 210, 171, 306], ['pottedplant', 0.11995163559913635, 37, 399, 94, 487], ['diningtable', 0.10910919308662415, 73, 406, 166, 490]]"
1322,006537.jpg,"[['dog', 0.20669960975646973, 110, 7, 497, 329]]"
1323,000094.jpg,"[['motorbike', 0.3349580764770508, 9, 52, 481, 342]]"
1324,000783.jpg,"[['person', 0.4655665159225464, 186, 57, 335, 262], ['horse', 0.4562399685382843, 99, 95, 436, 381]]"
1325,007387.jpg,"[['train', 0.3036979138851166, 13, 42, 475, 254]]"
1326,000511.jpg,"[['train', 0.4699266850948334, 130, 143, 282, 219]]"
1327,009633.jpg,"[['person', 0.6784703731536865, 38, 176, 77, 240], ['person', 0.5849482417106628, 289, 75, 412, 208], ['person', 0.46295586228370667, 165, 45, 369, 257], ['person', 0.41425246000289917, 109, 169, 163, 252], ['person', 0.37345588207244873, 396, 90, 501, 188], ['person', 0.1608678251504898, -5, 192, 25, 250], ['person', 0.15202787518501282, 121, 75, 418, 320], ['person', 0.1500488966703415, 316, 99, 412, 163], ['person', 0.12107022106647491, 342, 96, 537, 298]]"
1328,001620.jpg,"[['person', 0.3552064895629883, 101, 123, 268, 351], ['car', 0.3244423270225525, -6, 221, 20, 270], ['person', 0.3154343068599701, 54, 194, 157, 408], ['bicycle', 0.2902742326259613, 24, 253, 184, 440], ['bicycle', 0.25019752979278564, 79, 227, 325, 461]]"
1329,002229.jpg,"[['bus', 0.7348050475120544, 13, 82, 458, 310], ['person', 0.5121419429779053, 388, 196, 421, 267]]"
1330,000567.jpg,"[['person', 0.6511591076850891, 154, 75, 291, 368], ['bicycle', 0.5804641842842102, 164, 231, 300, 387]]"
1331,001975.jpg,"[['person', 0.7917053699493408, 157, 92, 223, 160], ['person', 0.4810694754123688, 280, 93, 377, 189], ['person', 0.45568692684173584, 362, 105, 463, 254], ['diningtable', 0.3248925805091858, 34, 164, 505, 400], ['person', 0.2949639856815338, 19, 87, 150, 260], ['person', 0.2781842052936554, -6, 128, 175, 385], ['person', 0.2677081525325775, 264, 89, 346, 174], ['person', 0.13090460002422333, 341, 104, 428, 242]]"
1332,004116.jpg,"[['cat', 0.4775601327419281, 150, 50, 386, 303], ['person', 0.2631935775279999, 88, 118, 146, 192], ['pottedplant', 0.14152617752552032, 0, 15, 102, 200]]"
1333,009806.jpg,"[['bus', 0.7703660130500793, 198, 33, 401, 313], ['car', 0.6262936592102051, 22, 198, 110, 242], ['person', 0.38550952076911926, 5, 196, 36, 262], ['person', 0.1761188954114914, 469, 184, 497, 222], ['person', 0.15142427384853363, 428, 189, 448, 216]]"
1334,000807.jpg,"[['person', 0.4224100708961487, 38, 19, 170, 496]]"
1335,007471.jpg,"[['person', 0.5732206106185913, 145, 181, 194, 271], ['person', 0.5492783188819885, 99, 170, 150, 283], ['person', 0.5150880217552185, 204, 112, 309, 488], ['person', 0.4714888334274292, 7, 165, 170, 509], ['chair', 0.3302164375782013, 124, 337, 233, 482], ['person', 0.30863508582115173, 101, 177, 139, 242], ['person', 0.2561768889427185, 89, 182, 159, 344], ['person', 0.2223334163427353, 240, 146, 368, 470], ['person', 0.17576003074645996, 113, 177, 180, 280], ['person', 0.1750493049621582, 215, 131, 292, 342], ['chair', 0.14156505465507507, 190, 320, 317, 495], ['person', 0.11264519393444061, 68, 178, 172, 440], ['chair', 0.10728338360786438, 205, 237, 360, 525]]"
1336,004529.jpg,"[['dog', 0.4354006350040436, 226, 37, 475, 205]]"
1337,008092.jpg,"[['train', 0.35001203417778015, 400, 105, 511, 239]]"
1338,007120.jpg,"[['person', 0.6755046844482422, 67, 194, 200, 344], ['person', 0.6610543727874756, 394, 188, 431, 311], ['person', 0.5348482728004456, 348, 188, 400, 311], ['person', 0.48082995414733887, 416, 202, 484, 349], ['person', 0.4275899827480316, 247, 205, 313, 333], ['person', 0.2836546301841736, 296, 210, 373, 341], ['person', 0.2702300548553467, 382, 189, 440, 349], ['person', 0.18576622009277344, 426, 182, 470, 282], ['person', 0.16984741389751434, 361, 191, 396, 275]]"
1339,004736.jpg,"[['cat', 0.29212164878845215, 86, 27, 252, 492]]"
1340,004670.jpg,"[['dog', 0.33485743403434753, 304, 223, 398, 273]]"
1341,002970.jpg,"[['cat', 0.5208232402801514, -9, 73, 473, 375]]"
1342,002528.jpg,"[['person', 0.4985574185848236, 278, 42, 424, 316]]"
1343,008050.jpg,"[['tvmonitor', 0.4244251549243927, 1, 171, 42, 272], ['bottle', 0.12092730402946472, 467, 174, 493, 229], ['pottedplant', 0.11327662318944931, 409, 234, 439, 266], ['pottedplant', 0.11131426692008972, 420, 237, 448, 266], ['tvmonitor', 0.10960116982460022, 165, 137, 312, 252]]"
1344,009509.jpg,"[['bicycle', 0.3465259373188019, 286, 47, 456, 173], ['person', 0.3419038951396942, 131, 22, 272, 382]]"
1345,007014.jpg,"[['car', 0.6847778558731079, 8, 71, 453, 344]]"
1346,008118.jpg,"[['bird', 0.8008148670196533, 104, 170, 311, 275], ['bird', 0.4460068941116333, 311, 176, 465, 294]]"
1347,002046.jpg,"[['horse', 0.5620687007904053, 272, 141, 465, 412], ['horse', 0.4431435763835907, 13, 70, 264, 477], ['pottedplant', 0.21666666865348816, 403, 1, 457, 113]]"
1348,000116.jpg,"[['pottedplant', 0.6163074970245361, 185, 95, 274, 212], ['sofa', 0.37382203340530396, 39, 179, 318, 370], ['chair', 0.30208173394203186, -5, 200, 43, 328], ['pottedplant', 0.25891223549842834, -16, 96, 44, 239], ['pottedplant', 0.20257893204689026, 27, 94, 113, 281], ['chair', 0.10884583741426468, 337, 283, 373, 401]]"
1349,006113.jpg,"[['person', 0.5939635038375854, 369, 191, 407, 296], ['car', 0.5727050304412842, 147, 175, 245, 249], ['car', 0.5390462875366211, -2, 160, 124, 298], ['bus', 0.29839426279067993, 388, 156, 500, 269], ['car', 0.294833242893219, 188, 163, 333, 289], ['person', 0.22729149460792542, 106, 177, 142, 246], ['person', 0.11908017098903656, 361, 169, 454, 294]]"
1350,005218.jpg,"[['chair', 0.3636554777622223, 118, 53, 423, 296], ['person', 0.18046613037586212, 10, 95, 249, 365]]"
1351,006641.jpg,"[['cat', 0.3847447335720062, -7, 6, 397, 363]]"
1352,006851.jpg,"[['bird', 0.4001680910587311, 76, 142, 95, 171]]"
1353,007156.jpg,"[['train', 0.36936208605766296, 296, 116, 522, 229], ['train', 0.18374010920524597, 219, 141, 318, 223], ['person', 0.10936489701271057, 104, 205, 127, 229]]"
1354,007386.jpg,"[['car', 0.3651273250579834, 7, 36, 483, 335]]"
1355,000082.jpg,"[['car', 0.5600248575210571, 8, 91, 499, 300], ['car', 0.47601914405822754, -22, -11, 217, 94]]"
1356,000884.jpg,"[['bird', 0.2554827332496643, -7, 91, 388, 351], ['person', 0.12511320412158966, 418, 0, 483, 110]]"
1357,008143.jpg,"[['car', 0.7010451555252075, 205, 173, 350, 253], ['bus', 0.27317842841148376, 356, 161, 446, 219]]"
1358,005000.jpg,"[['bicycle', 0.4646121561527252, 38, 180, 367, 373]]"
1359,000368.jpg,"[['person', 0.4894293546676636, 120, 15, 272, 499]]"
1360,004608.jpg,"[['cow', 0.5624313950538635, 136, 59, 339, 297]]"
1361,000614.jpg,"[['bicycle', 0.5178671479225159, 133, 76, 456, 332]]"
1362,005959.jpg,"[['car', 0.4446946084499359, 102, 22, 444, 256]]"
1363,004888.jpg,"[['cat', 0.5563549995422363, 218, 178, 332, 407], ['cat', 0.5479536652565002, 93, 181, 214, 402]]"
1364,002610.jpg,"[['person', 0.28730323910713196, 221, 169, 260, 267], ['car', 0.2691832482814789, -2, 243, 113, 319], ['chair', 0.2038782387971878, 73, 293, 253, 382], ['chair', 0.10881571471691132, 237, 306, 366, 369]]"
1365,007262.jpg,"[['aeroplane', 0.3828027546405792, 105, 132, 262, 191], ['chair', 0.36411815881729126, 398, 195, 495, 344]]"
1366,001006.jpg,"[['sheep', 0.5220868587493896, 301, 289, 360, 328], ['person', 0.17269088327884674, -25, 246, 76, 370], ['bird', 0.1571502834558487, 194, 147, 320, 249]]"
1367,008714.jpg,"[['aeroplane', 0.4786686897277832, 9, 49, 476, 300]]"
1368,008367.jpg,"[['car', 0.5867276787757874, 50, 42, 142, 109], ['person', 0.535697340965271, 118, 27, 214, 278], ['bicycle', 0.5097101926803589, 353, 122, 405, 183], ['person', 0.3483547270298004, 466, 119, 506, 189], ['bicycle', 0.26387712359428406, 390, 116, 443, 176], ['motorbike', 0.15770138800144196, 176, 198, 454, 361], ['car', 0.12941543757915497, 30, 50, 76, 87]]"
